1DE,231694.0612,6714220.561,211.085897,
2DE,231677.3536,6714215.051,208.229752,
3DE,231686.6013,6714216.927,210.512319,
A1-A,231674.8322,6714218.271,204.300886,
A10,231665.2226,6714263.849,205.097571,
A10-A,231669.1866,6714234.397,204.565872,
A11,231665.0627,6714265.392,205.202681,
A11-A,231668.3443,6714236.855,204.721997,
A12,231665.5228,6714266.835,205.502475,
A12-A,231667.6796,6714238.217,205.035734,
A13,231665.7551,6714268.379,205.796905,
A13-A,231667.2234,6714239.549,205.140229,
A14,231665.4004,6714269.72,206.308015,
A14-A,231666.761,6714241.118,205.421711,
A15,231665.2368,6714271.201,206.131697,
A15-A,231666.5978,6714243.524,205.153742,
A16,231664.9376,6714272.248,205.893918,
A16-A,231666.5125,6714245.464,205.14198,
A17,231664.5861,6714273.741,206.065158,
A17-A,231666.0969,6714247.427,204.923415,
A18,231664.3121,6714275.281,206.055097,
A18-A,231666.018,6714250.349,204.745627,
A19,231664.192,6714276.766,205.943467,
A19-A,231665.4436,6714252.945,204.771744,
A2-A,231674.0462,6714219.97,204.345983,
A20,231663.8936,6714278.15,206.072766,
A21,231663.5751,6714279.81,206.025612,
A22,231663.4782,6714281.395,205.918395,
A23,231663.2982,6714282.985,205.80985,
A24,231662.9759,6714284.581,205.797639,
A25,231662.7304,6714285.918,205.867141,
A26,231662.0431,6714287.33,206.396799,
A27,231662.0916,6714289.201,205.876501,
A28,231661.93,6714290.857,206.012,
A29,231661.808,6714292.385,205.943,
A3,231665.9325,6714254.834,204.782515,
A3-A,231673.5488,6714221.754,204.264593,
A30,231661.4994,6714292.991,206.093148,
A31,231661.657,6714293.753,206.004,
A32,231661.3973,6714294.455,206.188296,
A33,231661.336,6714295.348,205.987,
A34,231661.292,6714296.862,206.028,
A35,231661.155,6714298.265,206.04,
A36,231660.936,6714299.663,206.066,
A4,231665.4351,6714256.344,205.024027,
A4-A,231672.8695,6714223.81,204.314142,
A5,231665.343,6714257.758,204.730319,
A5-A,231672.2493,6714225.352,204.506717,
A6,231665.3135,6714259.26,204.89857,
A6-A,231671.6964,6714227.187,204.568542,
A7-A,231671.0484,6714228.945,204.562472,
A8,231665.3476,6714260.847,204.930396,
A8-A,231670.3571,6714231.095,204.376833,
A9,231665.0777,6714262.321,204.979681,
A9-A,231669.8471,6714232.563,204.390097,
B1,231668.8314,6714254.972,206.669049,
B1-A,231679.833,6714219.824,206.12617,
B10,231667.7623,6714268.564,207.015573,
B10-A,231672.6519,6714235.979,206.653898,
B11,231667.3613,6714269.821,207.098463,
B11-A,231672.2262,6714238.029,206.234623,
B12,231667.0615,6714271.26,207.173361,
B12-A,231670.5973,6714239.103,207.249092,
B13,231666.8701,6714272.373,207.235189,
B13-A,231670.7192,6714240.696,206.440575,
B14,231666.8954,6714273.812,207.195394,
B14-A,231670.5165,6714242.351,206.00552,
B15,231666.5025,6714275.507,207.424121,
B15-A,231669.8339,6714244.213,205.802088,
B16,231666.0606,6714276.85,207.522627,
B16-A,231668.917,6714246.079,205.437759,
B17,231665.8452,6714278.452,207.450278,
B17-A,231668.0411,6714248.012,205.506821,
B18,231665.9733,6714280.006,207.495877,
B19,231665.4641,6714281.572,207.630018,
B2,231668.9533,6714256.583,206.51526,
B2-A,231678.9796,6714221.795,206.089517,
B20,231664.9429,6714283.058,207.562663,
B20-A,231668.9965,6714253.205,206.680591,
B21,231664.8974,6714284.612,207.484028,
B22,231664.6169,6714286.069,207.428107,
B23,231664.0998,6714287.836,207.6807,
B24,231663.9901,6714289.263,207.456629,
B25,231663.7941,6714290.858,207.612283,
B26,231663.6954,6714292.371,207.545568,
B27,231663.7235,6714294.067,207.120704,
B28,231663.3442,6714295.651,207.055207,
B29,231663.0924,6714297.133,207.129239,
B3,231668.5933,6714258.08,206.665669,
B3-A,231678.2701,6714223.791,206.071947,
B30,231663.115,6714298.547,207.097,
B31,231662.896,6714299.882,207.179,
B32,231662.692,6714301.379,207.14,
B33,231662.1579,6714302.779,207.168157,
B4,231668.45,6714259.419,206.544269,
B4-A,231677.3626,6714225.486,205.943392,
B40,231660.9621,6714313.349,207.026761,
B41,231660.483,6714314.773,207.567003,
B42,231660.1421,6714316.294,207.49614,
B43,231659.5945,6714317.648,207.645932,
B44,231659.3546,6714319.226,207.811777,
B45,231659.1512,6714320.7,207.626122,
B46,231658.7475,6714322.163,207.959474,
B47,231658.6141,6714323.496,208.154732,
B48,231658.1377,6714324.967,208.129761,
B49,231657.7073,6714326.291,208.423284,
B5,231668.3852,6714259.598,206.742979,
B5-A,231676.6406,6714227.452,206.047306,
B50,231657.6944,6714327.701,208.463554,
B51,231657.4038,6714329.205,208.737677,
B52,231657.0958,6714330.632,208.904327,
B53,231657.1059,6714332.187,208.888129,
B54,231656.818,6714333.749,208.590341,
B55,231656.5092,6714335.144,208.778433,
B56,231656.4321,6714336.422,208.984934,
B57,231655.9272,6714337.901,209.07061,
B58,231655.8483,6714339.482,208.929589,
B59,231655.5547,6714340.76,209.03376,
B6,231668.5948,6714262.549,206.686198,
B6-A,231675.9053,6714229.195,206.031851,
B60,231655.3299,6714342.305,209.162105,
B61,231654.8275,6714343.489,209.324262,
B62,231654.8323,6714345.082,209.246598,
B7,231668.3345,6714264.138,206.758094,
B7-A,231675.1755,6714231.214,206.168142,
B8,231668.1968,6714265.627,206.837756,
B8-A,231674.3094,6714232.948,206.19246,
B9,231667.9723,6714267.214,206.990868,
B9-A,231673.5738,6714234.45,206.27532,
C1,231671.2457,6714255.055,208.490331,
C1-A,231684.663,6714219.57,207.860843,
C10,231668.7953,6714268.59,208.045493,
C10-A,231676.6441,6714235.935,207.822933,
C11,231668.2464,6714270.057,207.915605,
C11-A,231675.7148,6714237.467,207.984764,
C12,231668.5135,6714271.415,207.844644,
C12-A,231675.5651,6714239.525,207.450293,
C13,231668.1313,6714272.692,207.902224,
C13-A,231674.6684,6714240.862,207.38913,
C14,231667.8192,6714274.158,208.064751,
C14-A,231673.5285,6714241.876,207.76198,
C15,231667.5448,6714275.577,208.084991,
C15-A,231673.0943,6714243.583,207.440249,
C16,231667.3638,6714277.073,207.991312,
C16-A,231672.0272,6714245.129,207.627836,
C17,231667.1877,6714278.731,208.01143,
C17-A,231671.4138,6714246.745,207.283712,
C18,231667.2499,6714280.31,207.911699,
C18-A,231670.2632,6714248.555,207.432024,
C19-A,231669.3663,6714250.99,206.804611,
C2,231670.7974,6714256.607,208.294862,
C2-A,231684.5384,6714221.205,207.418614,
C20,231666.874,6714283.431,208.321924,
C21,231666.9148,6714284.853,208.153121,
C22,231666.6416,6714286.38,207.967327,
C23,231666.1634,6714288.366,207.975155,
C24,231665.7366,6714289.838,208.201935,
C25,231665.6926,6714291.292,208.302214,
C26,231665.3642,6714292.999,207.872078,
C27,231665.5212,6714294.185,207.98801,
C28,231665.1797,6714295.832,208.067235,
C29,231664.8978,6714297.347,208.25928,
C3,231670.3482,6714258.199,208.183511,
C3-A,231683.2994,6714223.398,207.598515,
C30,231664.5739,6714298.872,208.336363,
C31,231664.2252,6714300.315,208.323104,
C32,231664.1651,6714301.827,208.220108,
C34,231663.5432,6714304.523,208.421062,
C35,231663.3368,6714306.172,208.199231,
C36,231663.2571,6714307.794,208.157609,
C37,231662.8848,6714309.253,208.453653,
C38,231687.4882,6714250.233,217.271652,
C39,231662.2792,6714312.017,208.354793,
C4,231670.1689,6714259.668,208.133673,
C4-A,231682.4309,6714225.15,207.45618,
C40,231661.6178,6714316.657,208.310429,
C41,231661.5297,6714318.099,208.385902,
C42,231661.5027,6714319.71,208.187143,
C43,231661.2162,6714321.179,208.256932,
C44,231660.7413,6714322.724,208.479265,
C45,231660.6546,6714324.053,208.443735,
C46,231660.3519,6714325.367,208.489727,
C47,231660.2379,6714327.04,208.351595,
C48,231660.0706,6714328.456,208.381328,
C49,231659.6622,6714329.783,208.773562,
C5,231669.8694,6714261.118,207.939027,
C5-A,231681.6214,6714227.209,207.594324,
C50,231659.5283,6714331.151,208.997651,
C51,231659.1171,6714332.689,209.049422,
C52,231659.2094,6714334.281,208.943011,
C53,231658.9598,6714335.663,209.12044,
C54,231658.6248,6714337.169,209.038458,
C55,231658.2847,6714338.539,209.471126,
C56,231658.1684,6714339.979,209.477847,
C57,231657.8576,6714341.642,209.434859,
C58,231657.5468,6714343.285,209.596193,
C59,231657.1622,6714344.679,209.47754,
C6,231669.7567,6714262.63,207.773107,
C6-A,231680.3904,6714229.02,207.542259,
C7,231669.4344,6714264.265,207.768381,
C7-A,231679.5,6714230.788,207.626722,
C8,231669.2323,6714265.676,208.141255,
C8-A,231678.7781,6714232.803,207.66915,
C9,231669.0203,6714267.23,208.012859,
C9-A,231677.47,6714234.564,207.704735,
CR1,231717.867,6714228.076,222.235,
CR10,231711.804,6714241.825,222.778,
CR11,231711.249,6714242.894,222.871,
CR12,231710.572,6714244.169,222.873,
CR13,231709.617,6714245.819,223.052,
CR14,231709.069,6714247.027,223.192,
CR15,231708.013,6714248.399,223.428,
CR16,231707.414,6714249.481,223.675,
CR17,231706.639,6714250.759,223.715,
CR18,231706.15,6714252.297,223.9,
CR19,231705.313,6714253.604,223.851,
CR2,231716.962,6714229.694,222.146,
CR20,231704.047,6714254.785,223.901,
CR21,231702.976,6714256.116,223.75,
CR22,231701.551,6714257.167,223.492,
CR23,231699.756,6714257.593,223.138,
CR24,231701.399,6714224.158,215.507,
CR25,231699.8062,6714226.779,215.66536,
CR26,231699.1365,6714228.526,215.726562,
CR27,231698.3091,6714229.865,215.72345,
CR28,231697.4555,6714231.428,215.806183,
CR29,231696.4706,6714233.358,215.855057,
CR3,231716.354,6714231.274,222.222,
CR30,231695.5908,6714235.105,215.945832,
CR31,231694.3695,6714237.272,216.000198,
CR32,231693.9492,6714238.545,216.100845,
CR33,231693.0037,6714240.082,216.118087,
CR34,231691.5276,6714241.747,216.738228,
CR35,231691.1872,6714243.694,216.336832,
CR36,231690.2459,6714245.387,216.533066,
CR37,231689.1691,6714247.081,216.516266,
CR38,231688.5125,6714248.762,216.816147,
CR39,231686.779,6714251.651,217.941696,
CR4,231715.642,6714233.008,222.56,
CR40,231686.0042,6714253.24,218.27359,
CR41,231685.1506,6714254.711,218.617294,
CR42,231684.0463,6714256.798,218.819702,
CR43,231683.3228,6714257.944,218.853455,
CR44,231682.3634,6714259.546,219.248215,
CR45,231681.5423,6714260.92,219.311966,
CR5,231715.157,6714234.512,222.615,
CR50,231657.5488,6714346.374,209.148268,
CR51,231658.4355,6714344.983,210.538139,
CR52,231659.3487,6714344.031,211.269346,
CR53,231660.3313,6714342.582,212.410857,
CR54,231661.6957,6714341.317,212.799664,
CR55,231662.4249,6714339.448,213.687761,
CR56,231663.5087,6714337.902,214.511376,
CR57,231664.6739,6714336.401,215.057033,
CR58,231666.0444,6714335.092,215.537969,
CR59,231666.7836,6714333.378,216.375907,
CR6,231714.216,6714236.32,222.731,
CR60,231667.9521,6714331.817,216.881869,
CR61,231668.9473,6714330.092,217.491011,
CR62,231669.7643,6714328.6,218.260001,
CR63,231669.6275,6714326.706,219.015646,
CR64,231670.0076,6714324.882,220.075704,
CR65,231670.6958,6714323.276,220.790944,
CR66,231671.4118,6714321.774,221.390849,
CR67,231672.4334,6714320.327,221.962931,
CR68,231673.4087,6714318.44,222.364258,
CR69,231673.9225,6714316.47,222.615699,
CR7,231713.666,6714237.611,222.599,
CR70,231674.8214,6714314.773,222.80785,
CR71,231675.5954,6714312.726,223.025938,
CR72,231676.4138,6714311.044,223.07144,
CR73,231677.1835,6714309.201,223.359543,
CR74,231678.0195,6714307.373,223.340438,
CR75,231678.0285,6714305.295,223.080686,
CR76,231677.9631,6714303.37,222.688106,
CR77,231678.1299,6714301.361,222.367293,
CR78,231678.0842,6714299.361,221.92089,
CR79,231678.3152,6714297.463,221.652861,
CR8,231713.29,6714238.92,222.692,
CR80,231678.3721,6714295.353,221.531499,
CR81,231678.127,6714293.234,221.339113,
CR82,231677.2537,6714289.808,221.328318,
CR83,231678.356,6714287.438,220.73881,
CR84,231678.4638,6714285.325,220.677642,
CR85,231678.4384,6714283.304,220.525021,
CR86,231678.2644,6714281.31,220.011002,
CR87,231678.1097,6714279.412,219.653961,
CR88,231678.2721,6714277.55,219.250149,
CR89,231678.3207,6714275.604,219.066204,
CR9,231712.409,6714240.503,222.76,
CR90,231678.2215,6714273.409,219.14162,
CR91,231678.3594,6714271.429,219.320664,
CR92,231678.518,6714269.345,219.224713,
CR93,231678.9384,6714267.702,219.337388,
CR94,231678.9528,6714265.477,219.381864,
CR95,231679.4191,6714263.643,219.51721,
CR96,231679.8513,6714261.739,219.626073,
D1,231671.4028,6714256.504,209.103117,
D1-A,231689.1351,6714221.429,209.176536,
D10,231669.8323,6714270.191,208.796536,
D10-A,231680.9839,6714237.898,209.904681,
