A36,231623.698,290.427,6716251.201,
A35,231624.911,290.324,6716251.892,
A26,231638.719,291.605,6716259.447,
A25,231640.248,291.681,6716260.503,
A24,231642.158,291.362,6716261.361,
A23,231643.507,291.402,6716262.788,
A22,231644.94,291.368,6716263.717,
A21,231646.237,291.506,6716264.822,
A20,231647.784,291.595,6716266.485,
A19,231649.204,291.556,6716267.3,
A18,231650.605,291.541,6716268.428,
A17,231652.166,291.761,6716269.516,
A34,231626.641,290.485,6716252.139,
A16,231653.781,291.804,6716270.548,
A15,231655.118,291.978,6716271.171,
A14,231656.902,292.043,6716272.061,
A13,231658.47,292.077,6716272.771,
A12,231659.841,292.121,6716273.663,
A11,231661.318,292.264,6716274.473,
A10,231662.788,292.389,6716275.268,
A9,231664.204,292.377,6716276.083,
A8,231665.244,292.43,6716277.037,
A7,231666.533,292.409,6716277.989,
A33,231628.535,290.526,6716252.876,
A6,231668.087,292.498,6716278.75,
A5,231669.525,292.591,6716279.48,
A4,231671.028,292.603,6716280.345,
A3,231672.606,292.845,6716281.085,
A2,231673.799,292.626,6716282.179,
A1,231675.514,292.732,6716283.139,
A32,231630.053,290.438,6716253.822,
A31,231631.72,290.77,6716253.96,
A30,231633.213,291.167,6716254.725,
A29,231634.707,291.562,6716255.788,
A28,231636.134,291.563,6716257.139,
A27,231637.497,291.735,6716258.389,
B20,231629.0587,292.249709,6716251.709,
B19,231630.9595,292.601128,6716252.632,
B18,231632.6155,292.542584,6716253.453,
B17,231633.8326,292.629907,6716254.237,
B16,231635.1663,292.639049,6716255.265,
B15,231636.842,292.731968,6716256.554,
B14,231638.1751,292.685889,6716257.459,
B13,231639.4453,292.717385,6716258.226,
B12,231641.2864,292.750087,6716259.347,
B11,231642.8382,292.792487,6716260.331,
B10,231644.2092,292.847013,6716261.569,
B9,231645.5499,292.932155,6716262.78,
B8,231646.9805,292.961614,6716264.015,
B7,231648.4698,293.147886,6716264.89,
B6,231649.9236,293.046284,6716265.891,
B5,231651.6562,293.382816,6716266.698,
B4,231653.264,293.334799,6716267.842,
B3,231654.7907,293.373348,6716268.771,
B2,231656.3258,293.357472,6716269.605,
C1,231665.5896,295.149402,6716274.109,
C2,231664.0545,295.037801,6716273.088,
C3,231662.8167,295.151071,6716271.73,
C4,231661.5562,295.295703,6716270.672,
C5,231659.9817,295.106481,6716269.836,
C6,231658.4904,295.291206,6716268.706,
B1,231664.9045,293.735817,6716275.056,
D2,231666.1648,297.357584,6716272.656,
D1,231667.287,297.213226,6716273.611,
